 3.50000000e+02 -5.54084422e-02  3.50000000e+02 -1.10816884e-02  3.50000000e+02 -5.00000000e-01 
 3.55000000e+02 -5.56713699e-02  3.55000000e+02 -1.11342740e-02  3.55000000e+02 -5.00000000e-01 
 3.60000000e+02 -5.59364268e-02  3.60000000e+02 -1.11872854e-02  3.60000000e+02 -5.00000000e-01 
 3.65000000e+02 -5.62036225e-02  3.65000000e+02 -1.12407245e-02  3.65000000e+02 -5.00000000e-01 
 3.70000000e+02 -5.64729654e-02  3.70000000e+02 -1.12945931e-02  3.70000000e+02 -5.00000000e-01 
 3.75000000e+02 -5.67444633e-02  3.75000000e+02 -1.13488927e-02  3.75000000e+02 -5.00000000e-01 
 3.80000000e+02 -5.70181229e-02  3.80000000e+02 -1.14036246e-02  3.80000000e+02 -5.00000000e-01 
 3.85000000e+02 -5.72939502e-02  3.85000000e+02 -1.14587900e-02  3.85000000e+02 -5.00000000e-01 
 3.90000000e+02 -5.75719504e-02  3.90000000e+02 -1.15143901e-02  3.90000000e+02 -5.00000000e-01 
 3.95000000e+02 -5.78521279e-02  3.95000000e+02 -1.15704256e-02  3.95000000e+02 -5.00000000e-01 
 4.00000000e+02 -5.81344864e-02  4.00000000e+02 -1.16268973e-02  4.00000000e+02 -5.00000000e-01 
 4.05000000e+02 -5.84190291e-02  4.05000000e+02 -1.16838058e-02  4.05000000e+02 -5.00000000e-01 
 4.10000000e+02 -5.87057585e-02  4.10000000e+02 -1.17411517e-02  4.10000000e+02 -5.00000000e-01 
 4.15000000e+02 -5.89946764e-02  4.15000000e+02 -1.17989353e-02  4.15000000e+02 -5.00000000e-01 
 4.20000000e+02 -5.92857842e-02  4.20000000e+02 -1.18571568e-02  4.20000000e+02 -5.00000000e-01 
 4.25000000e+02 -5.95790828e-02  4.25000000e+02 -1.19158166e-02  4.25000000e+02 -5.00000000e-01 
 4.30000000e+02 -5.98745725e-02  4.30000000e+02 -1.19749145e-02  4.30000000e+02 -5.00000000e-01 
 4.35000000e+02 -6.01722533e-02  4.35000000e+02 -1.20344507e-02  4.35000000e+02 -5.00000000e-01 
 4.40000000e+02 -6.04721246e-02  4.40000000e+02 -1.20944249e-02  4.40000000e+02 -5.00000000e-01 
 4.45000000e+02 -6.07741855e-02  4.45000000e+02 -1.21548371e-02  4.45000000e+02 -5.00000000e-01 
 4.50000000e+02 -6.10784347e-02  4.50000000e+02 -1.22156869e-02  4.50000000e+02 -5.00000000e-01 
 4.55000000e+02 -6.13848706e-02  4.55000000e+02 -1.22769741e-02  4.55000000e+02 -5.00000000e-01 
 4.60000000e+02 -6.16934913e-02  4.60000000e+02 -1.23386983e-02  4.60000000e+02 -5.00000000e-01 
 4.65000000e+02 -6.20042945e-02  4.65000000e+02 -1.24008589e-02  4.65000000e+02 -5.00000000e-01 
 4.70000000e+02 -6.23172776e-02  4.70000000e+02 -1.24634555e-02  4.70000000e+02 -5.00000000e-01 
 4.75000000e+02 -6.26324380e-02  4.75000000e+02 -1.25264876e-02  4.75000000e+02 -5.00000000e-01 
 4.80000000e+02 -6.29497725e-02  4.80000000e+02 -1.25899545e-02  4.80000000e+02 -5.00000000e-01 
 4.85000000e+02 -6.32692779e-02  4.85000000e+02 -1.26538556e-02  4.85000000e+02 -5.00000000e-01 
 4.90000000e+02 -6.35909508e-02  4.90000000e+02 -1.27181902e-02  4.90000000e+02 -5.00000000e-01 
 4.95000000e+02 -6.39147875e-02  4.95000000e+02 -1.27829575e-02  4.95000000e+02 -5.00000000e-01 
 5.00000000e+02 -6.42407843e-02  5.00000000e+02 -1.28481569e-02  5.00000000e+02 -5.00000000e-01 
 0.00000000e+00 -0.00000000e+00  0.00000000e+00 -4.20168067e-27  0.00000000e+00  0.00000000e+00 
 5.00000000e+00 -1.10166944e-02  5.00000000e+00 -1.06944235e-02  5.00000000e+00  0.00000000e+00 
 1.00000000e+01 -3.00398215e-02  1.00000000e+01 -1.47492025e-02  1.00000000e+01  0.00000000e+00 
 1.50000000e+01 -4.24906295e-02  1.50000000e+01 -1.46001397e-02  1.50000000e+01  0.00000000e+00 
 2.00000000e+01 -5.00267685e-02  2.00000000e+01 -1.39203896e-02  2.00000000e+01  0.00000000e+00 
 2.50000000e+01 -5.46773264e-02  2.50000000e+01 -1.33802386e-02  2.50000000e+01  0.00000000e+00 
 3.00000000e+01 -5.76122408e-02  3.00000000e+01 -1.30317649e-02  3.00000000e+01  0.00000000e+00 
 3.50000000e+01 -5.95220949e-02  3.50000000e+01 -1.28311083e-02  3.50000000e+01  0.00000000e+00 
 4.00000000e+01 -6.08102206e-02  4.00000000e+01 -1.27293232e-02  4.00000000e+01  0.00000000e+00 
 4.50000000e+01 -6.17169406e-02  4.50000000e+01 -1.26900458e-02  4.50000000e+01  0.00000000e+00 
 5.00000000e+01 -6.23873017e-02  5.00000000e+01 -1.26890673e-02  5.00000000e+01  0.00000000e+00 
 5.50000000e+01 -6.29723554e-02  5.50000000e+01 -1.27015412e-02  5.50000000e+01  0.00000000e+00 
 6.00000000e+01 -6.33783981e-02  6.00000000e+01 -1.27408949e-02  6.00000000e+01  0.00000000e+00 
 6.50000000e+01 -6.37329994e-02  6.50000000e+01 -1.27863316e-02  6.50000000e+01  0.00000000e+00 
 7.00000000e+01 -6.40539965e-02  7.00000000e+01 -1.28350017e-02  7.00000000e+01  0.00000000e+00 
 7.50000000e+01 -6.43526123e-02  7.50000000e+01 -1.28852634e-02  7.50000000e+01  0.00000000e+00 
 8.00000000e+01 -6.46360555e-02  8.00000000e+01 -1.29361884e-02  8.00000000e+01  0.00000000e+00 
 8.50000000e+01 -6.49090159e-02  8.50000000e+01 -1.29872700e-02  8.50000000e+01  0.00000000e+00 
 9.00000000e+01 -6.51745902e-02  9.00000000e+01 -1.30382469e-02  9.00000000e+01  0.00000000e+00 
 9.50000000e+01 -6.54348585e-02  9.50000000e+01 -1.30889986e-02  9.50000000e+01  0.00000000e+00 
 1.00000000e+02 -6.56912446e-02  1.00000000e+02 -1.31394830e-02  1.00000000e+02  0.00000000e+00 
 1.05000000e+02 -6.59447444e-02  1.05000000e+02 -1.31897002e-02  1.05000000e+02  0.00000000e+00 
 1.10000000e+02 -6.61960697e-02  1.10000000e+02 -1.32396714e-02  1.10000000e+02  0.00000000e+00 
 1.15000000e+02 -6.64457419e-02  1.15000000e+02 -1.32894269e-02  1.15000000e+02  0.00000000e+00 
 1.20000000e+02 -6.66941519e-02  1.20000000e+02 -1.33389999e-02  1.20000000e+02  0.00000000e+00 
 1.25000000e+02 -6.69416000e-02  1.25000000e+02 -1.33884232e-02  1.25000000e+02  0.00000000e+00 
 1.30000000e+02 -6.71883226e-02  1.30000000e+02 -1.34377273e-02  1.30000000e+02  0.00000000e+00 
 1.35000000e+02 -6.74345099e-02  1.35000000e+02 -1.34869402e-02  1.35000000e+02  0.00000000e+00 
 1.40000000e+02 -6.76803188e-02  1.40000000e+02 -1.35360870e-02  1.40000000e+02  0.00000000e+00 
 1.45000000e+02 -6.79258814e-02  1.45000000e+02 -1.35851904e-02  1.45000000e+02  0.00000000e+00 
 1.50000000e+02 -6.81713112e-02  1.50000000e+02 -1.36342709e-02  1.50000000e+02  0.00000000e+00 
 1.55000000e+02 -6.84167079e-02  1.55000000e+02 -1.36833468e-02  1.55000000e+02  0.00000000e+00 
 1.60000000e+02 -6.86621606e-02  1.60000000e+02 -1.37324353e-02  1.60000000e+02  0.00000000e+00 
 1.65000000e+02 -6.89077505e-02  1.65000000e+02 -1.37815520e-02  1.65000000e+02  0.00000000e+00 
 1.70000000e+02 -6.91535523e-02  1.70000000e+02 -1.38307116e-02  1.70000000e+02  0.00000000e+00 
 1.75000000e+02 -6.93996361e-02  1.75000000e+02 -1.38799279e-02  1.75000000e+02  0.00000000e+00 
 1.80000000e+02 -6.96460685e-02  1.80000000e+02 -1.39292141e-02  1.80000000e+02  0.00000000e+00 
 1.85000000e+02 -6.98929129e-02  1.85000000e+02 -1.39785828e-02  1.85000000e+02  0.00000000e+00 
 1.90000000e+02 -7.01402307e-02  1.90000000e+02 -1.40280463e-02  1.90000000e+02  0.00000000e+00 
 1.95000000e+02 -7.03880813e-02  1.95000000e+02 -1.40776164e-02  1.95000000e+02  0.00000000e+00 
 2.00000000e+02 -7.06365230e-02  2.00000000e+02 -1.41273047e-02  2.00000000e+02  0.00000000e+00 
 2.05000000e+02 -7.08856123e-02  2.05000000e+02 -1.41771225e-02  2.05000000e+02  0.00000000e+00 
 2.10000000e+02 -7.11354053e-02  2.10000000e+02 -1.42270811e-02  2.10000000e+02  0.00000000e+00 
 2.15000000e+02 -7.13859566e-02  2.15000000e+02 -1.42771913e-02  2.15000000e+02  0.00000000e+00 
 2.20000000e+02 -7.16373203e-02  2.20000000e+02 -1.43274641e-02  2.20000000e+02  0.00000000e+00 
 2.25000000e+02 -7.18895495e-02  2.25000000e+02 -1.43779099e-02  2.25000000e+02  0.00000000e+00 
 2.30000000e+02 -7.21426965e-02  2.30000000e+02 -1.44285393e-02  2.30000000e+02  0.00000000e+00 
 2.35000000e+02 -7.23968128e-02  2.35000000e+02 -1.44793626e-02  2.35000000e+02  0.00000000e+00 
 2.40000000e+02 -7.26519489e-02  2.40000000e+02 -1.45303898e-02  2.40000000e+02  0.00000000e+00 
 2.45000000e+02 -7.29081545e-02  2.45000000e+02 -1.45816309e-02  2.45000000e+02  0.00000000e+00 
 2.50000000e+02 -7.31654784e-02  2.50000000e+02 -1.46330957e-02  2.50000000e+02  0.00000000e+00 
 2.55000000e+02 -7.34239683e-02  2.55000000e+02 -1.46847937e-02  2.55000000e+02  0.00000000e+00 
 2.60000000e+02 -7.36836711e-02  2.60000000e+02 -1.47367342e-02  2.60000000e+02  0.00000000e+00 
 2.65000000e+02 -7.39446324e-02  2.65000000e+02 -1.47889265e-02  2.65000000e+02  0.00000000e+00 
 2.70000000e+02 -7.42068968e-02  2.70000000e+02 -1.48413794e-02  2.70000000e+02  0.00000000e+00 
 2.75000000e+02 -7.44705079e-02  2.75000000e+02 -1.48941016e-02  2.75000000e+02  0.00000000e+00 
 2.80000000e+02 -7.47355079e-02  2.80000000e+02 -1.49471016e-02  2.80000000e+02  0.00000000e+00 
 2.85000000e+02 -7.50019380e-02  2.85000000e+02 -1.50003876e-02  2.85000000e+02  0.00000000e+00 
 2.90000000e+02 -7.52698382e-02  2.90000000e+02 -1.50539676e-02  2.90000000e+02  0.00000000e+00 
 2.95000000e+02 -7.55392470e-02  2.95000000e+02 -1.51078494e-02  2.95000000e+02  0.00000000e+00 
 3.00000000e+02 -7.58102020e-02  3.00000000e+02 -1.51620404e-02  3.00000000e+02  0.00000000e+00 
 3.05000000e+02 -7.60827393e-02  3.05000000e+02 -1.52165479e-02  3.05000000e+02  0.00000000e+00 
 3.10000000e+02 -7.63568940e-02  3.10000000e+02 -1.52713788e-02  3.10000000e+02  0.00000000e+00 
 3.15000000e+02 -7.66326997e-02  3.15000000e+02 -1.53265399e-02  3.15000000e+02  0.00000000e+00 
 3.20000000e+02 -7.69101889e-02  3.20000000e+02 -1.53820378e-02  3.20000000e+02  0.00000000e+00 
 3.25000000e+02 -7.71893927e-02  3.25000000e+02 -1.54378785e-02  3.25000000e+02  0.00000000e+00 
 3.30000000e+02 -7.74703411e-02  3.30000000e+02 -1.54940682e-02  3.30000000e+02  0.00000000e+00 
 3.35000000e+02 -7.77530628e-02  3.35000000e+02 -1.55506126e-02  3.35000000e+02  0.00000000e+00 
 3.40000000e+02 -7.80375853e-02  3.40000000e+02 -1.56075171e-02  3.40000000e+02  0.00000000e+00 
 3.45000000e+02 -7.83239349e-02  3.45000000e+02 -1.56647870e-02  3.45000000e+02  0.00000000e+00 
 3.50000000e+02 -7.86121368e-02  3.50000000e+02 -1.57224274e-02  3.50000000e+02  0.00000000e+00 
 3.55000000e+02 -7.89022148e-02  3.55000000e+02 -1.57804430e-02  3.55000000e+02  0.00000000e+00 
 3.60000000e+02 -7.91941919e-02  3.60000000e+02 -1.58388384e-02  3.60000000e+02  0.00000000e+00 
 3.65000000e+02 -7.94880898e-02  3.65000000e+02 -1.58976180e-02  3.65000000e+02  0.00000000e+00 
 3.70000000e+02 -7.97839291e-02  3.70000000e+02 -1.59567858e-02  3.70000000e+02  0.00000000e+00 
 3.75000000e+02 -8.00817294e-02  3.75000000e+02 -1.60163459e-02  3.75000000e+02  0.00000000e+00 
 3.80000000e+02 -8.03815093e-02  3.80000000e+02 -1.60763019e-02  3.80000000e+02  0.00000000e+00 
 3.85000000e+02 -8.06832862e-02  3.85000000e+02 -1.61366572e-02  3.85000000e+02  0.00000000e+00 
 3.90000000e+02 -8.09870768e-02  3.90000000e+02 -1.61974154e-02  3.90000000e+02  0.00000000e+00 
 3.95000000e+02 -8.12928967e-02  3.95000000e+02 -1.62585793e-02  3.95000000e+02  0.00000000e+00 
 4.00000000e+02 -8.16007607e-02  4.00000000e+02 -1.63201521e-02  4.00000000e+02  0.00000000e+00 
 4.05000000e+02 -8.19106824e-02  4.05000000e+02 -1.63821365e-02  4.05000000e+02  0.00000000e+00 
 4.10000000e+02 -8.22226749e-02  4.10000000e+02 -1.64445350e-02  4.10000000e+02  0.00000000e+00 
 4.15000000e+02 -8.25367503e-02  4.15000000e+02 -1.65073501e-02  4.15000000e+02  0.00000000e+00 
 4.20000000e+02 -8.28529200e-02  4.20000000e+02 -1.65705840e-02  4.20000000e+02  0.00000000e+00 
 4.25000000e+02 -8.31711945e-02  4.25000000e+02 -1.66342389e-02  4.25000000e+02  0.00000000e+00 
 4.30000000e+02 -8.34915836e-02  4.30000000e+02 -1.66983167e-02  4.30000000e+02  0.00000000e+00 
 4.35000000e+02 -8.38140964e-02  4.35000000e+02 -1.67628193e-02  4.35000000e+02  0.00000000e+00 
 4.40000000e+02 -8.41387413e-02  4.40000000e+02 -1.68277483e-02  4.40000000e+02  0.00000000e+00 
 4.45000000e+02 -8.44655261e-02  4.45000000e+02 -1.68931052e-02  4.45000000e+02  0.00000000e+00 
 4.50000000e+02 -8.47944578e-02  4.50000000e+02 -1.69588916e-02  4.50000000e+02  0.00000000e+00 
 4.55000000e+02 -8.51255429e-02  4.55000000e+02 -1.70251086e-02  4.55000000e+02  0.00000000e+00 
 4.60000000e+02 -8.54587874e-02  4.60000000e+02 -1.70917575e-02  4.60000000e+02  0.00000000e+00 
 4.65000000e+02 -8.57941966e-02  4.65000000e+02 -1.71588393e-02  4.65000000e+02  0.00000000e+00 
 4.70000000e+02 -8.61317753e-02  4.70000000e+02 -1.72263551e-02  4.70000000e+02  0.00000000e+00 
 4.75000000e+02 -8.64715278e-02  4.75000000e+02 -1.72943056e-02  4.75000000e+02  0.00000000e+00 
 4.80000000e+02 -8.68134579e-02  4.80000000e+02 -1.73626916e-02  4.80000000e+02  0.00000000e+00 
 4.85000000e+02 -8.71575689e-02  4.85000000e+02 -1.74315138e-02  4.85000000e+02  0.00000000e+00 
 4.90000000e+02 -8.75038637e-02  4.90000000e+02 -1.75007727e-02  4.90000000e+02  0.00000000e+00 
 4.95000000e+02 -8.78523448e-02  4.95000000e+02 -1.75704690e-02  4.95000000e+02  0.00000000e+00 
 5.00000000e+02 -8.82030141e-02  5.00000000e+02 -1.76406028e-02  5.00000000e+02  0.00000000e+00 
